0, 50, -6.1899999999999995, -9.0075, -7.661250000000001, -7.6748, 0.5725576040888812
1, 50, -7.95, -9.4525, -8.28, -8.3611, 0.3295190282821313
2, 50, -8.2775, -9.57, -8.55875, -8.661200000000001, 0.3274325274006847
3, 50, -8.4825, -9.57, -8.723749999999999, -8.8162, 0.270418767839808
4, 50, -8.672500000000001, -9.7575, -8.9575, -9.0125, 0.2811867706703144
5, 50, -8.799999999999999, -9.7575, -9.01, -9.114, 0.27286764190720747
6, 50, -8.855, -10.255, -9.12875, -9.1942, 0.28835717435153235
7, 50, -8.9375, -10.255, -9.19375, -9.28475, 0.2739649840764327
8, 50, -9.032499999999999, -10.255, -9.315000000000001, -9.350950000000001, 0.25349600095465025
9, 50, -9.1125, -10.255, -9.3675, -9.40175, 0.236409205616025
10, 50, -9.192499999999999, -10.255, -9.420000000000002, -9.469, 0.21393515372654395
11, 50, -9.3025, -10.255, -9.4725, -9.54635, 0.20627906461878281
12, 50, -9.370000000000001, -10.255, -9.54375, -9.58865, 0.18975326742904847
13, 50, -9.422500000000001, -10.255, -9.61875, -9.63, 0.17648937645082216
14, 50, -9.4725, -10.255, -9.68125, -9.68825, 0.1694411771087537
15, 50, -9.497499999999999, -10.255, -9.7275, -9.73005, 0.1684521371191237
16, 50, -9.57, -10.275, -9.7475, -9.799349999999999, 0.17318256985043284
17, 50, -9.6375, -10.275, -9.7475, -9.83085, 0.16916752791242193
